user_id,customer_id,email,signed_up_at,last_seen_at,is_active,role
149,432,user149@example.com,2025-06-10,2026-07-14,False,member
150,195,user150@example.com,2025-08-12,2025-03-13,True,member
151,165,user151@example.com,2025-07-20,2026-06-19,True,member
152,266,user152@example.com,2025-01-31,2025-05-12,True,member
153,456,user153@example.com,2026-04-21,2025-03-14,True,member
154,489,user154@example.com,2025-03-28,2025-06-16,True,member
155,114,user155@example.com,2025-08-17,2025-03-29,True,member
156,94,user156@example.com,2025-04-28,2025-09-01,True,admin
157,354,user157@example.com,2025-04-08,2025-07-20,True,viewer
158,151,user158@example.com,2025-08-15,2025-11-18,True,admin
159,100,user159@example.com,2026-07-12,2025-11-22,False,member
160,16,user160@example.com,2026-07-28,2025-01-01,False,member
161,202,user161@example.com,2025-08-20,2025-03-17,True,member
162,196,user162@example.com,2025-11-03,2025-04-09,True,member
163,282,user163@example.com,2026-08-22,2025-04-29,True,viewer
164,101,user164@example.com,2025-05-23,2025-02-26,True,member
165,358,user165@example.com,2026-07-28,2025-07-10,True,member
166,341,user166@example.com,2025-03-06,2025-11-30,True,member
167,232,user167@example.com,2025-05-18,2025-07-07,False,admin
168,91,user168@example.com,2025-07-25,2025-07-19,True,member
169,254,user169@example.com,2025-01-23,2025-10-13,True,member
170,338,user170@example.com,2026-05-11,2025-11-29,True,member
171,187,user171@example.com,2026-06-04,2025-07-20,False,viewer
172,132,user172@example.com,2025-08-21,2025-05-15,True,member
173,254,user173@example.com,2026-05-23,2025-09-06,False,viewer
174,178,user174@example.com,2026-04-14,2025-01-15,True,member
175,201,user175@example.com,2026-05-02,2025-10-26,True,viewer
176,175,user176@example.com,2026-05-03,2026-07-26,True,member
177,152,user177@example.com,2025-12-15,2025-08-30,True,member
178,359,user178@example.com,2025-03-09,2025-03-07,False,viewer
179,231,user179@example.com,2026-07-15,2026-03-06,True,member
180,234,user180@example.com,2026-01-05,2025-03-19,False,viewer
181,327,user181@example.com,2026-07-02,2025-04-28,True,member
182,181,user182@example.com,2026-08-06,2025-03-30,False,admin
183,51,user183@example.com,2025-04-24,2026-06-21,False,member
184,427,user184@example.com,2025-09-02,2026-08-19,True,member
185,28,user185@example.com,2025-04-27,2025-12-12,True,viewer
186,286,user186@example.com,2025-01-31,2026-01-10,False,viewer
187,133,user187@example.com,2026-08-10,2026-01-27,True,admin
188,107,user188@example.com,2026-07-15,2026-01-06,False,admin
189,21,user189@example.com,2026-07-20,2025-11-27,True,admin
190,451,user190@example.com,2026-06-21,2026-08-22,True,member
191,215,user191@example.com,2026-01-29,2026-03-22,True,admin
192,172,user192@example.com,2025-11-13,2025-02-23,False,member
193,371,user193@example.com,2026-08-25,2025-08-26,False,member
194,20,user194@example.com,2025-12-02,2026-08-15,True,viewer
195,283,user195@example.com,2026-01-25,2025-09-03,False,member
196,248,user196@example.com,2025-05-09,2025-05-04,False,member
197,277,user197@example.com,2026-03-30,2026-06-12,True,admin
198,62,user198@example.com,2026-05-13,2026-01-14,True,viewer
199,477,user199@example.com,2026-02-16,2025-12-08,False,member
200,120,user200@example.com,2025-10-30,2025-09-12,True,admin
201,340,user201@example.com,2025-05-01,2025-03-17,True,member
202,374,user202@example.com,2025-01-21,2025-08-22,False,viewer
203,172,user203@example.com,2026-01-16,2025-09-23,True,admin
204,66,user204@example.com,2026-02-19,2026-07-20,False,member
205,149,user205@example.com,2026-04-14,2025-07-06,False,member
206,404,user206@example.com,2026-07-31,2025-04-01,False,viewer
207,454,user207@example.com,2025-10-29,2025-09-17,True,member
208,469,user208@example.com,2026-05-19,2026-08-29,True,admin
209,114,user209@example.com,2026-03-11,2025-10-20,True,member
210,304,user210@example.com,2025-06-18,2025-08-19,True,member
211,76,user211@example.com,2026-05-28,2026-02-09,False,member
212,356,user212@example.com,2025-02-02,2026-01-29,True,member
213,208,user213@example.com,2025-12-30,2025-07-01,True,member
214,357,user214@example.com,2026-07-25,2026-08-11,True,admin
215,343,user215@example.com,2026-02-04,2025-12-26,True,member
216,497,user216@example.com,2026-07-23,2025-02-04,True,member
217,245,user217@example.com,2025-02-04,2025-09-05,True,member
218,171,user218@example.com,2025-11-20,2026-07-15,False,admin
219,264,user219@example.com,2026-04-19,2025-08-27,True,viewer
220,82,user220@example.com,2026-01-25,2025-12-11,False,member
221,56,user221@example.com,2026-06-19,2026-01-07,False,member
222,260,user222@example.com,2025-10-08,2026-03-04,True,admin
223,413,user223@example.com,2026-02-19,2026-06-14,False,member
224,267,user224@example.com,2025-09-12,2025-04-01,True,member
225,391,user225@example.com,2026-06-14,2025-11-10,True,member
226,89,user226@example.com,2025-03-14,2025-11-20,True,viewer
227,225,user227@example.com,2025-06-04,2025-04-03,True,member
228,307,user228@example.com,2025-02-28,2026-02-13,False,member
229,174,user229@example.com,2026-03-03,2025-03-13,False,member
230,8,user230@example.com,2025-05-22,2025-10-04,False,member
231,37,user231@example.com,2025-07-12,2025-07-20,True,viewer
232,464,user232@example.com,2026-05-23,2025-04-05,True,admin
233,303,user233@example.com,2025-08-07,2026-05-15,False,member
234,133,user234@example.com,2025-03-30,2025-05-29,True,viewer
235,130,user235@example.com,2025-01-13,2025-06-04,True,admin
236,20,user236@example.com,2025-05-18,2026-06-03,True,member
237,473,user237@example.com,2026-07-10,2026-06-17,True,member
238,55,user238@example.com,2025-11-30,2025-01-21,True,viewer
239,380,user239@example.com,2026-08-27,2025-06-18,True,member
240,121,user240@example.com,2025-05-11,2026-03-07,True,member
241,168,user241@example.com,2025-08-02,2026-04-18,True,viewer
242,137,user242@example.com,2025-04-10,2026-08-30,True,viewer
243,413,user243@example.com,2025-08-30,2025-12-03,True,member
244,17,user244@example.com,2025-12-08,2025-01-05,True,member
245,177,user245@example.com,2026-05-06,2026-06-15,False,member
246,140,user246@example.com,2025-08-12,2025-04-08,True,member
247,137,user247@example.com,2026-04-14,2025-03-15,False,viewer
248,97,user248@example.com,2026-01-16,2026-02-14,False,admin
249,457,user249@example.com,2025-06-27,2026-01-02,True,member
250,190,user250@example.com,2026-07-08,2025-02-06,False,viewer
251,210,user251@example.com,2025-09-21,2025-04-13,False,member
252,193,user252@example.com,2025-04-02,2025-12-25,True,admin
253,491,user253@example.com,2026-08-08,2025-06-04,True,member
254,170,user254@example.com,2026-07-09,2026-02-20,True,member
255,171,user255@example.com,2025-01-31,2025-09-07,False,viewer
256,164,user256@example.com,2026-07-02,2025-12-24,False,admin
257,164,user257@example.com,2026-07-30,2025-10-16,False,admin
258,45,user258@example.com,2026-05-19,2025-08-10,False,member
259,303,user259@example.com,2025-06-04,2025-07-27,True,viewer
260,13,user260@example.com,2026-01-19,2026-02-28,False,member
261,113,user261@example.com,2025-11-23,2025-11-09,True,viewer
262,102,user262@example.com,2026-01-12,2025-12-27,False,viewer
263,146,user263@example.com,2026-01-10,2025-12-17,True,member
264,379,user264@example.com,2026-01-24,2025-05-07,True,viewer
265,300,user265@example.com,2025-11-08,2026-07-09,False,member
266,496,user266@example.com,2026-02-24,2025-12-08,False,member
267,176,user267@example.com,2025-11-16,2026-03-12,True,member
268,465,user268@example.com,2025-01-11,2026-06-20,True,viewer
269,23,user269@example.com,2025-01-22,2026-07-16,True,viewer
270,253,user270@example.com,2026-08-05,2026-02-09,False,viewer
271,400,user271@example.com,2026-07-06,2026-04-23,True,viewer
272,266,user272@example.com,2025-12-22,2025-10-14,True,member
273,467,user273@example.com,2025-04-16,2026-03-24,True,viewer
274,158,user274@example.com,2026-04-20,2025-07-15,True,viewer
275,17,user275@example.com,2025-03-28,2026-03-09,True,member
276,387,user276@example.com,2025-08-18,2025-02-22,True,admin
277,35,user277@example.com,2025-07-20,2026-07-09,False,member
278,383,user278@example.com,2025-01-08,2025-05-29,False,viewer
279,367,user279@example.com,2026-05-05,2026-02-03,False,member
280,423,user280@example.com,2025-11-06,2025-01-07,True,member
281,240,user281@example.com,2025-07-11,2025-04-05,True,admin
282,448,user282@example.com,2025-11-04,2026-08-22,False,member
283,85,user283@example.com,2025-01-01,2026-05-21,False,member
284,218,user284@example.com,2025-09-23,2025-05-16,True,admin
285,61,user285@example.com,2025-11-12,2025-03-21,False,viewer
286,384,user286@example.com,2025-07-26,2026-05-10,False,member
287,358,user287@example.com,2026-05-20,2026-08-25,False,viewer
288,404,user288@example.com,2025-06-01,2025-04-13,False,member
289,383,user289@example.com,2025-03-25,2026-02-08,True,viewer
290,155,user290@example.com,2025-11-17,2025-06-22,True,member
291,35,user291@example.com,2026-06-23,2026-03-28,True,admin
292,465,user292@example.com,2025-08-16,2025-09-11,True,admin
293,247,user293@example.com,2025-01-29,2025-03-18,False,admin
294,48,user294@example.com,2026-08-12,2025-07-16,True,member
295,464,user295@example.com,2025-09-27,2025-11-23,True,viewer
296,498,user296@example.com,2025-04-15,2026-04-30,False,member
297,223,user297@example.com,2026-01-09,2025-01-13,False,member
298,386,user298@example.com,2025-07-14,2026-08-05,False,member
299,19,user299@example.com,2026-07-24,2026-01-30,True,member
300,47,user300@example.com,2025-06-28,2026-06-16,False,member
301,139,user301@example.com,2025-11-30,2026-07-19,True,member
302,329,user302@example.com,2025-11-26,2025-04-04,True,member
303,67,user303@example.com,2025-05-28,2025-02-26,True,viewer
304,18,user304@example.com,2025-10-31,2026-04-17,True,member
305,335,user305@example.com,2025-03-08,2025-04-25,False,admin
306,386,user306@example.com,2026-01-26,2025-03-31,True,admin
307,370,user307@example.com,2026-04-06,2025-10-12,True,member
308,400,user308@example.com,2026-07-31,2026-07-09,False,member
309,402,user309@example.com,2025-07-17,2026-04-28,False,viewer
310,302,user310@example.com,2025-06-23,2025-11-11,True,member
311,260,user311@example.com,2025-11-30,2025-04-30,False,member
312,429,user312@example.com,2026-02-25,2025-07-24,False,viewer
313,175,user313@example.com,2026-08-26,2026-02-22,False,member
314,49,user314@example.com,2025-01-16,2025-04-06,False,viewer
315,376,user315@example.com,2025-05-25,2025-11-15,False,admin
316,138,user316@example.com,2025-06-09,2025-01-08,False,member
317,490,user317@example.com,2025-06-05,2025-07-17,True,viewer
318,208,user318@example.com,2025-10-09,2025-05-31,True,viewer
319,426,user319@example.com,2026-06-14,2026-02-18,True,viewer
320,22,user320@example.com,2025-01-19,2026-07-09,False,member
321,330,user321@example.com,2026-05-11,2025-03-30,True,viewer
322,225,user322@example.com,2026-01-10,2026-04-29,False,member
323,232,user323@example.com,2026-01-09,2026-02-03,True,member
324,133,user324@example.com,2026-02-16,2026-08-12,True,admin
325,486,user325@example.com,2025-03-12,2026-07-08,True,member
326,197,user326@example.com,2026-03-30,2025-03-03,True,member
327,426,user327@example.com,2025-05-31,2026-03-28,True,admin
328,213,user328@example.com,2025-11-10,2025-12-26,True,member
329,25,user329@example.com,2026-02-15,2025-03-10,False,viewer
330,440,user330@example.com,2026-01-02,2025-06-06,True,viewer
331,93,user331@example.com,2025-07-16,2026-07-17,True,admin
332,136,user332@example.com,2025-08-29,2025-11-26,True,viewer
333,431,user333@example.com,2025-10-17,2025-07-25,True,admin
334,447,user334@example.com,2025-01-26,2025-07-14,True,member
335,459,user335@example.com,2026-03-17,2026-05-24,False,viewer
336,213,user336@example.com,2025-03-02,2025-06-22,False,admin
337,379,user337@example.com,2025-10-06,2025-04-07,True,admin
338,164,user338@example.com,2026-02-02,2025-12-15,True,admin
339,371,user339@example.com,2025-02-18,2026-08-26,True,member
340,252,user340@example.com,2026-08-28,2025-04-22,True,viewer
341,26,user341@example.com,2025-08-17,2025-06-04,False,admin
342,209,user342@example.com,2025-01-10,2025-10-12,True,admin
343,234,user343@example.com,2026-02-04,2025-05-02,False,member
344,129,user344@example.com,2025-12-05,2026-01-31,True,member
345,188,user345@example.com,2026-01-24,2025-06-03,True,member
346,252,user346@example.com,2026-04-01,2025-03-19,True,viewer
347,25,user347@example.com,2025-10-16,2025-06-08,True,viewer
348,76,user348@example.com,2026-05-17,2026-07-19,False,viewer
349,384,user349@example.com,2025-08-13,2026-07-22,True,member
350,176,user350@example.com,2025-11-27,2025-11-03,False,viewer
351,305,user351@example.com,2025-04-07,2025-09-01,False,member
352,283,user352@example.com,2026-01-12,2026-05-13,True,admin
353,276,user353@example.com,2025-06-08,2025-04-28,True,member
354,207,user354@example.com,2026-02-27,2026-02-01,True,admin
355,242,user355@example.com,2026-05-02,2026-02-17,True,viewer
356,412,user356@example.com,2026-06-06,2026-03-07,False,member
357,483,user357@example.com,2026-07-18,2025-05-13,True,viewer
358,129,user358@example.com,2025-03-16,2026-03-11,False,member
359,335,user359@example.com,2025-03-25,2026-01-07,True,member
360,485,user360@example.com,2026-07-17,2026-06-16,True,member
361,4,user361@example.com,2025-08-20,2025-04-16,False,member
362,393,user362@example.com,2025-01-16,2026-01-08,True,member
363,249,user363@example.com,2025-06-24,2026-05-19,False,member
364,484,user364@example.com,2026-05-23,2025-06-18,True,viewer
365,290,user365@example.com,2025-08-04,2026-03-28,False,member
366,420,user366@example.com,2025-02-16,2025-03-02,False,admin
367,84,user367@example.com,2026-03-15,2026-03-12,False,member
368,72,user368@example.com,2025-04-29,2026-01-03,True,member
369,464,user369@example.com,2025-08-03,2025-04-27,False,admin
370,264,user370@example.com,2025-01-03,2025-02-10,True,member
371,280,user371@example.com,2026-01-01,2026-03-29,False,member
372,85,user372@example.com,2025-09-28,2025-05-27,True,admin
373,114,user373@example.com,2026-06-11,2025-10-29,True,member
374,410,user374@example.com,2025-07-22,2025-02-06,True,member
375,152,user375@example.com,2025-05-05,2026-08-08,True,member
376,293,user376@example.com,2025-04-11,2025-11-30,True,member
377,159,user377@example.com,2025-05-02,2026-07-20,False,member
378,132,user378@example.com,2025-10-01,2025-04-08,True,member
379,84,user379@example.com,2025-02-22,2025-05-05,False,viewer
380,465,user380@example.com,2025-09-02,2026-01-06,True,admin
381,471,user381@example.com,2026-06-03,2026-01-02,False,member
382,58,user382@example.com,2026-04-11,2026-04-26,False,member
383,177,user383@example.com,2026-01-22,2026-07-18,True,member
384,282,user384@example.com,2026-06-27,2026-05-14,False,member
385,192,user385@example.com,2026-04-19,2025-03-27,False,viewer
386,361,user386@example.com,2026-02-01,2025-07-07,False,viewer
387,131,user387@example.com,2026-06-08,2026-07-09,True,member
388,30,user388@example.com,2025-03-17,2025-11-30,True,member
389,169,user389@example.com,2026-05-12,2026-06-11,False,member
390,299,user390@example.com,2025-06-29,2025-12-08,True,member
391,91,user391@example.com,2026-03-21,2025-01-31,False,member
392,408,user392@example.com,2026-07-09,2025-10-15,True,viewer
393,7,user393@example.com,2025-10-29,2026-05-16,False,member
394,34,user394@example.com,2025-02-23,2026-02-02,True,member
395,255,user395@example.com,2025-08-13,2025-03-22,True,member
396,257,user396@example.com,2025-09-04,2025-05-08,False,member
397,148,user397@example.com,2026-07-23,2026-06-03,False,member
398,130,user398@example.com,2026-07-27,2026-08-18,False,viewer
399,35,user399@example.com,2025-12-12,2026-04-03,False,member
400,332,user400@example.com,2026-08-01,2025-03-01,True,viewer
401,190,user401@example.com,2025-09-22,2026-01-11,True,viewer
402,60,user402@example.com,2025-09-07,2026-05-19,True,member
403,200,user403@example.com,2026-05-23,2026-01-24,True,admin
404,469,user404@example.com,2026-02-10,2025-12-27,True,member
405,131,user405@example.com,2025-11-14,2025-10-11,False,member
406,448,user406@example.com,2025-10-05,2025-05-29,True,member
407,130,user407@example.com,2026-03-05,2025-06-20,True,viewer
408,93,user408@example.com,2026-04-03,2026-03-29,True,member
409,131,user409@example.com,2025-10-25,2025-02-12,True,viewer
410,162,user410@example.com,2025-01-20,2025-02-21,True,member
411,61,user411@example.com,2025-03-03,2025-08-29,False,member
412,294,user412@example.com,2025-03-29,2026-04-16,True,admin
413,167,user413@example.com,2025-10-08,2026-02-03,True,member
414,360,user414@example.com,2026-01-08,2025-12-25,False,member
415,246,user415@example.com,2026-05-03,2025-11-21,True,member
416,222,user416@example.com,2025-05-22,2025-03-09,False,viewer
417,236,user417@example.com,2026-04-23,2025-07-21,True,member
418,79,user418@example.com,2026-02-09,2025-02-18,True,admin
419,357,user419@example.com,2025-02-01,2026-04-06,True,admin
420,53,user420@example.com,2025-08-02,2026-04-01,False,member
421,361,user421@example.com,2025-07-03,2025-06-06,True,member
422,500,user422@example.com,2026-06-23,2025-06-27,True,member
423,382,user423@example.com,2026-07-14,2025-07-12,True,member
424,228,user424@example.com,2026-05-13,2026-06-24,False,member
425,158,user425@example.com,2025-11-17,2025-10-24,False,member
426,437,user426@example.com,2025-10-27,2026-04-08,True,member
427,129,user427@example.com,2025-07-09,2025-09-30,False,member
428,242,user428@example.com,2026-04-15,2026-02-28,False,admin
429,386,user429@example.com,2025-02-22,2025-11-17,True,member
430,462,user430@example.com,2025-06-14,2025-06-19,True,admin
431,461,user431@example.com,2025-03-24,2026-06-16,True,member
432,44,user432@example.com,2025-10-28,2026-03-07,False,viewer
433,450,user433@example.com,2025-07-01,2026-04-12,True,viewer
434,58,user434@example.com,2025-04-30,2026-07-30,True,member
435,293,user435@example.com,2025-08-17,2025-06-01,True,member
436,465,user436@example.com,2026-06-07,2025-02-25,True,member
437,328,user437@example.com,2025-12-05,2025-12-20,False,viewer
438,474,user438@example.com,2026-05-15,2025-07-17,True,member
439,173,user439@example.com,2026-07-09,2025-09-22,False,member
440,158,user440@example.com,2026-07-02,2025-05-23,True,member
441,164,user441@example.com,2025-08-02,2025-08-30,True,admin
442,178,user442@example.com,2026-06-17,2025-08-27,True,member
443,342,user443@example.com,2026-07-06,2025-08-01,False,viewer
444,227,user444@example.com,2026-08-06,2026-03-27,True,viewer
445,369,user445@example.com,2025-08-02,2025-12-26,True,admin
446,209,user446@example.com,2025-05-19,2025-10-15,False,member
447,154,user447@example.com,2025-12-21,2025-03-10,True,member
448,96,user448@example.com,2026-07-20,2025-12-13,True,member
449,276,user449@example.com,2026-07-01,2025-04-17,True,member
450,450,user450@example.com,2025-12-13,2025-07-10,False,admin
451,430,user451@example.com,2025-04-01,2025-09-09,True,viewer
452,127,user452@example.com,2025-09-14,2025-03-27,True,viewer
453,239,user453@example.com,2026-03-10,2025-08-25,True,member
454,353,user454@example.com,2025-12-07,2025-06-12,True,member
455,307,user455@example.com,2025-07-29,2026-05-31,True,member
456,34,user456@example.com,2025-07-27,2026-06-06,True,member
457,296,user457@example.com,2025-02-06,2025-01-03,True,admin
458,20,user458@example.com,2025-06-25,2026-01-01,True,member
459,59,user459@example.com,2026-02-11,2026-01-24,False,admin
460,327,user460@example.com,2025-05-27,2025-08-18,True,viewer
461,52,user461@example.com,2026-08-26,2025-10-12,True,member
462,170,user462@example.com,2025-02-20,2026-04-25,False,member
463,295,user463@example.com,2025-12-24,2025-08-18,False,member
464,328,user464@example.com,2025-10-29,2025-02-09,False,viewer
465,223,user465@example.com,2026-05-21,2025-08-15,True,member
466,48,user466@example.com,2026-06-23,2025-06-04,True,member
467,400,user467@example.com,2025-11-26,2025-08-21,True,member
468,475,user468@example.com,2026-01-18,2025-05-20,True,member
469,445,user469@example.com,2026-03-01,2025-04-01,True,viewer
470,375,user470@example.com,2025-11-13,2026-08-22,True,member
