company_id,company_name,order_id,order_date,customer_name,email,city,state,product_name,category,unit_price,quantity,total_amount,status,sales_channel
ENT-001,Northwind Supply Co,NW-10012,2025-03-15,Melissa Thomas,melissa.thomas509@example.com,Boston,MA,Ergonomic Chair Cushion,Office,42.00,4,168.00,pending,mobile_app
ENT-001,Northwind Supply Co,NW-10013,2025-06-22,Sarah Haddad,sarah.haddad286@demo.org,Phoenix,AZ,Whiteboard,Office,49.99,3,149.97,pending,web
ENT-001,Northwind Supply Co,NW-10014,2025-08-27,Elizabeth Garcia,elizabeth.garcia239@example.com,Philadelphia,PA,Desk Lamp,Office,27.95,1,27.95,completed,web
ENT-001,Northwind Supply Co,NW-10015,2025-03-23,Charles Smith,charles.smith625@fakemail.net,Phoenix,AZ,Whiteboard,Office,49.99,2,99.98,refunded,mobile_app
ENT-001,Northwind Supply Co,NW-10016,2025-07-13,Carol Baker,carol.baker799@demo.org,Los Angeles,CA,Yoga Mat,Lifestyle,29.99,4,119.96,pending,web
ENT-001,Northwind Supply Co,NW-10017,2025-03-04,Steven Green,steven.green214@demo.org,Boston,MA,Mechanical Keyboard,Electronics,89.99,1,89.99,shipped,mobile_app
ENT-001,Northwind Supply Co,NW-10018,2025-10-01,Patricia Miller,patricia.miller104@fakemail.net,New York,NY,Travel Adapter,Electronics,16.99,1,16.99,completed,in_store
ENT-001,Northwind Supply Co,NW-10019,2025-10-12,Susan Flores,susan.flores979@fakemail.net,Boston,MA,Desk Lamp,Office,27.95,2,55.90,cancelled,web
ENT-001,Northwind Supply Co,NW-10020,2025-03-04,Linda Silva,linda.silva320@example.com,Atlanta,GA,Yoga Mat,Lifestyle,29.99,1,29.99,shipped,phone
ENT-001,Northwind Supply Co,NW-10021,2025-03-23,Thomas Walker,thomas.walker974@fakemail.net,Philadelphia,PA,Phone Case,Electronics,19.99,1,19.99,refunded,web
ENT-001,Northwind Supply Co,NW-10022,2025-03-12,Ronald King,ronald.king268@fakemail.net,Austin,TX,USB-C Hub,Electronics,39.99,2,79.98,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10023,2025-04-27,Andrew Roberts,andrew.roberts628@mailbox.test,Minneapolis,MN,Monitor 27in,Electronics,229.00,2,458.00,pending,phone
ENT-001,Northwind Supply Co,NW-10024,2025-01-26,Mateo Anderson,mateo.anderson749@example.com,San Antonio,TX,Phone Case,Electronics,19.99,1,19.99,shipped,mobile_app
ENT-001,Northwind Supply Co,NW-10025,2025-06-03,Thomas Gonzalez,thomas.gonzalez960@fakemail.net,Charlotte,NC,Webcam HD,Electronics,69.99,1,69.99,completed,web
ENT-001,Northwind Supply Co,NW-10026,2025-08-21,Joseph Walker,joseph.walker640@example.com,San Antonio,TX,Monitor 27in,Electronics,229.00,1,229.00,shipped,in_store
ENT-001,Northwind Supply Co,NW-10027,2025-08-06,Carol Garcia,carol.garcia769@mailbox.test,Houston,TX,Ergonomic Chair Cushion,Office,42.00,3,126.00,pending,in_store
ENT-001,Northwind Supply Co,NW-10028,2025-12-06,Kevin Perez,kevin.perez762@example.com,Chicago,IL,Ergonomic Chair Cushion,Office,42.00,1,42.00,completed,web
ENT-001,Northwind Supply Co,NW-10029,2025-11-12,Mary Martinez,mary.martinez150@demo.org,Nashville,TN,Yoga Mat,Lifestyle,29.99,3,89.97,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10030,2025-09-24,Emily Rodriguez,emily.rodriguez744@example.com,New York,NY,Wireless Mouse,Electronics,24.99,3,74.97,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10031,2025-10-11,Chen Gonzalez,chen.gonzalez300@mailbox.test,San Antonio,TX,Wireless Mouse,Electronics,24.99,1,24.99,shipped,mobile_app
ENT-001,Northwind Supply Co,NW-10032,2025-11-19,Mark Petrov,mark.petrov363@demo.org,Phoenix,AZ,Mechanical Keyboard,Electronics,89.99,4,359.96,refunded,mobile_app
ENT-001,Northwind Supply Co,NW-10033,2025-08-25,Priya Okafor,priya.okafor537@example.com,Minneapolis,MN,Desk Lamp,Office,27.95,2,55.90,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10034,2025-09-02,James Roberts,james.roberts634@example.com,Phoenix,AZ,Notebook Set,Office,12.99,1,12.99,shipped,phone
ENT-001,Northwind Supply Co,NW-10035,2025-04-07,Kimberly King,kimberly.king109@example.com,Detroit,MI,Running Shoes,Lifestyle,119.00,3,357.00,shipped,web
ENT-001,Northwind Supply Co,NW-10036,2025-08-11,Deborah Miller,deborah.miller779@example.com,Minneapolis,MN,Yoga Mat,Lifestyle,29.99,2,59.98,refunded,mobile_app
ENT-001,Northwind Supply Co,NW-10037,2025-09-08,Paul Gonzalez,paul.gonzalez827@demo.org,Dallas,TX,Yoga Mat,Lifestyle,29.99,2,59.98,refunded,web
ENT-001,Northwind Supply Co,NW-10038,2025-08-11,Diego Scott,diego.scott125@demo.org,San Antonio,TX,Yoga Mat,Lifestyle,29.99,1,29.99,completed,phone
ENT-001,Northwind Supply Co,NW-10039,2025-03-23,Jessica Ramirez,jessica.ramirez803@example.com,Chicago,IL,Water Bottle,Lifestyle,18.00,2,36.00,shipped,web
ENT-001,Northwind Supply Co,NW-10040,2025-07-16,Thomas Haddad,thomas.haddad976@example.com,Phoenix,AZ,Yoga Mat,Lifestyle,29.99,1,29.99,completed,phone
ENT-001,Northwind Supply Co,NW-10041,2025-07-07,Omar Anderson,omar.anderson414@fakemail.net,Philadelphia,PA,Whiteboard,Office,49.99,5,249.95,shipped,web
ENT-001,Northwind Supply Co,NW-10042,2025-12-01,Jennifer Campbell,jennifer.campbell470@demo.org,Denver,CO,Wireless Mouse,Electronics,24.99,1,24.99,pending,web
ENT-001,Northwind Supply Co,NW-10043,2025-02-03,Kimberly Flores,kimberly.flores116@mailbox.test,Austin,TX,Phone Case,Electronics,19.99,5,99.95,shipped,web
ENT-001,Northwind Supply Co,NW-10044,2025-11-27,Robert Larsen,robert.larsen840@demo.org,Philadelphia,PA,Coffee Mug,Lifestyle,14.50,3,43.50,shipped,mobile_app
ENT-001,Northwind Supply Co,NW-10045,2025-05-02,Elizabeth Wright,elizabeth.wright335@example.com,Minneapolis,MN,Travel Adapter,Electronics,16.99,1,16.99,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10046,2025-02-20,Luca Jones,luca.jones821@fakemail.net,Dallas,TX,Wireless Mouse,Electronics,24.99,2,49.98,completed,web
ENT-001,Northwind Supply Co,NW-10047,2025-05-20,Thomas Kim,thomas.kim567@demo.org,Houston,TX,Yoga Mat,Lifestyle,29.99,1,29.99,completed,web
ENT-001,Northwind Supply Co,NW-10048,2025-03-07,Kimberly Rivera,kimberly.rivera269@example.com,San Diego,CA,Laptop Stand,Office,34.50,5,172.50,shipped,phone
ENT-001,Northwind Supply Co,NW-10049,2025-05-12,Karen King,karen.king689@mailbox.test,San Antonio,TX,Bluetooth Speaker,Electronics,54.99,1,54.99,completed,web
ENT-001,Northwind Supply Co,NW-10050,2025-04-15,Robert Smith,robert.smith195@demo.org,New York,NY,Phone Case,Electronics,19.99,2,39.98,completed,phone
ENT-001,Northwind Supply Co,NW-10051,2025-09-10,Priya Adams,priya.adams911@demo.org,Portland,OR,Running Shoes,Lifestyle,119.00,2,238.00,completed,web
ENT-001,Northwind Supply Co,NW-10052,2025-01-03,Lisa Gonzalez,lisa.gonzalez56@mailbox.test,Phoenix,AZ,Ergonomic Chair Cushion,Office,42.00,5,210.00,shipped,mobile_app
ENT-001,Northwind Supply Co,NW-10053,2025-10-08,William Brown,william.brown687@fakemail.net,Chicago,IL,Ergonomic Chair Cushion,Office,42.00,4,168.00,shipped,web
ENT-001,Northwind Supply Co,NW-10054,2025-06-18,Sandra Lopez,sandra.lopez270@fakemail.net,Philadelphia,PA,Coffee Mug,Lifestyle,14.50,1,14.50,shipped,web
ENT-001,Northwind Supply Co,NW-10055,2025-07-03,Robert Haddad,robert.haddad2@fakemail.net,Austin,TX,Water Bottle,Lifestyle,18.00,1,18.00,cancelled,web
ENT-001,Northwind Supply Co,NW-10056,2025-05-27,Paul Adams,paul.adams6@example.com,San Antonio,TX,Backpack,Lifestyle,64.99,2,129.98,completed,web
ENT-001,Northwind Supply Co,NW-10057,2025-02-19,Betty Nguyen,betty.nguyen312@mailbox.test,Los Angeles,CA,Ergonomic Chair Cushion,Office,42.00,1,42.00,refunded,in_store
ENT-001,Northwind Supply Co,NW-10058,2025-03-10,Ronald Martinez,ronald.martinez738@demo.org,Charlotte,NC,Ergonomic Chair Cushion,Office,42.00,3,126.00,completed,web
ENT-001,Northwind Supply Co,NW-10059,2025-09-25,Priya Petrov,priya.petrov832@mailbox.test,Minneapolis,MN,Whiteboard,Office,49.99,2,99.98,refunded,mobile_app
ENT-001,Northwind Supply Co,NW-10060,2025-02-01,Omar Kowalski,omar.kowalski729@mailbox.test,New York,NY,Travel Adapter,Electronics,16.99,3,50.97,completed,web
ENT-001,Northwind Supply Co,NW-10061,2025-11-01,Kevin White,kevin.white572@example.com,Houston,TX,Ergonomic Chair Cushion,Office,42.00,3,126.00,refunded,phone
ENT-001,Northwind Supply Co,NW-10062,2025-11-17,Jessica Young,jessica.young72@example.com,Dallas,TX,Wireless Mouse,Electronics,24.99,1,24.99,completed,phone
ENT-001,Northwind Supply Co,NW-10063,2025-04-24,Melissa Walker,melissa.walker241@mailbox.test,Dallas,TX,USB-C Hub,Electronics,39.99,3,119.97,cancelled,mobile_app
ENT-001,Northwind Supply Co,NW-10064,2025-10-21,Ingrid Harris,ingrid.harris295@example.com,Chicago,IL,Running Shoes,Lifestyle,119.00,4,476.00,completed,web
ENT-001,Northwind Supply Co,NW-10065,2025-10-19,Kenneth Martinez,kenneth.martinez710@fakemail.net,Seattle,WA,Coffee Mug,Lifestyle,14.50,2,29.00,completed,web
ENT-001,Northwind Supply Co,NW-10066,2025-11-16,Steven Brown,steven.brown102@mailbox.test,Atlanta,GA,Coffee Mug,Lifestyle,14.50,5,72.50,shipped,phone
ENT-001,Northwind Supply Co,NW-10067,2025-05-03,Kimberly Jackson,kimberly.jackson122@mailbox.test,Miami,FL,Yoga Mat,Lifestyle,29.99,1,29.99,cancelled,web
ENT-001,Northwind Supply Co,NW-10068,2025-07-07,Charles Robinson,charles.robinson461@fakemail.net,Chicago,IL,Phone Case,Electronics,19.99,5,99.95,completed,web
ENT-001,Northwind Supply Co,NW-10069,2025-10-27,Donna Garcia,donna.garcia369@mailbox.test,Phoenix,AZ,Phone Case,Electronics,19.99,1,19.99,refunded,web
ENT-001,Northwind Supply Co,NW-10070,2025-07-01,Fatima Davis,fatima.davis898@demo.org,Denver,CO,Backpack,Lifestyle,64.99,1,64.99,completed,web
ENT-001,Northwind Supply Co,NW-10071,2025-06-13,Ashley Baker,ashley.baker145@demo.org,Miami,FL,Ergonomic Chair Cushion,Office,42.00,1,42.00,shipped,web
ENT-001,Northwind Supply Co,NW-10072,2025-02-07,Omar Perez,omar.perez860@demo.org,New York,NY,Monitor 27in,Electronics,229.00,3,687.00,completed,phone
ENT-001,Northwind Supply Co,NW-10073,2025-06-14,Charles Taylor,charles.taylor891@example.com,Denver,CO,USB-C Hub,Electronics,39.99,1,39.99,shipped,in_store
ENT-001,Northwind Supply Co,NW-10074,2025-04-09,Patricia Moore,patricia.moore293@mailbox.test,Houston,TX,Mechanical Keyboard,Electronics,89.99,3,269.97,pending,mobile_app
ENT-001,Northwind Supply Co,NW-10075,2025-09-18,Daniel Gonzalez,daniel.gonzalez832@demo.org,Denver,CO,Whiteboard,Office,49.99,4,199.96,completed,phone
ENT-001,Northwind Supply Co,NW-10076,2025-08-02,Jennifer Brown,jennifer.brown142@fakemail.net,Portland,OR,Yoga Mat,Lifestyle,29.99,2,59.98,refunded,web
ENT-001,Northwind Supply Co,NW-10077,2025-07-21,William Walker,william.walker262@fakemail.net,Portland,OR,Monitor 27in,Electronics,229.00,1,229.00,completed,web
ENT-001,Northwind Supply Co,NW-10078,2025-04-17,Steven Scott,steven.scott166@example.com,Boston,MA,Laptop Stand,Office,34.50,1,34.50,cancelled,mobile_app
ENT-001,Northwind Supply Co,NW-10079,2025-04-03,Joseph Lewis,joseph.lewis561@mailbox.test,Seattle,WA,Yoga Mat,Lifestyle,29.99,1,29.99,completed,web
ENT-001,Northwind Supply Co,NW-10080,2025-01-24,Emily Garcia,emily.garcia829@mailbox.test,Seattle,WA,Backpack,Lifestyle,64.99,1,64.99,pending,mobile_app
ENT-001,Northwind Supply Co,NW-10081,2025-08-09,Mark Mitchell,mark.mitchell347@example.com,Minneapolis,MN,Water Bottle,Lifestyle,18.00,1,18.00,shipped,web
ENT-001,Northwind Supply Co,NW-10082,2025-07-13,Amanda Allen,amanda.allen919@mailbox.test,Minneapolis,MN,Water Bottle,Lifestyle,18.00,1,18.00,cancelled,mobile_app
ENT-001,Northwind Supply Co,NW-10083,2025-10-16,Karen Silva,karen.silva727@demo.org,New York,NY,Desk Lamp,Office,27.95,1,27.95,completed,web
ENT-001,Northwind Supply Co,NW-10084,2025-04-05,Betty Ferreira,betty.ferreira255@example.com,Minneapolis,MN,Yoga Mat,Lifestyle,29.99,5,149.95,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10085,2025-03-08,Amanda Miller,amanda.miller41@example.com,Miami,FL,USB-C Hub,Electronics,39.99,2,79.98,completed,phone
ENT-001,Northwind Supply Co,NW-10086,2025-02-03,Dorothy Martin,dorothy.martin448@example.com,Phoenix,AZ,Coffee Mug,Lifestyle,14.50,2,29.00,shipped,mobile_app
ENT-001,Northwind Supply Co,NW-10087,2025-01-18,Donna Gonzalez,donna.gonzalez616@example.com,Boston,MA,Coffee Mug,Lifestyle,14.50,1,14.50,shipped,mobile_app
ENT-001,Northwind Supply Co,NW-10088,2025-01-14,Sarah Lee,sarah.lee561@mailbox.test,San Diego,CA,Running Shoes,Lifestyle,119.00,2,238.00,shipped,web
ENT-001,Northwind Supply Co,NW-10089,2025-06-08,Mary Gonzalez,mary.gonzalez234@demo.org,Atlanta,GA,Whiteboard,Office,49.99,1,49.99,cancelled,web
ENT-001,Northwind Supply Co,NW-10090,2025-05-24,George Perez,george.perez203@example.com,Portland,OR,Webcam HD,Electronics,69.99,2,139.98,refunded,web
ENT-001,Northwind Supply Co,NW-10091,2025-08-08,Susan Young,susan.young199@mailbox.test,San Antonio,TX,Bluetooth Speaker,Electronics,54.99,3,164.97,shipped,in_store
ENT-001,Northwind Supply Co,NW-10092,2025-08-14,Fatima Jackson,fatima.jackson192@mailbox.test,Houston,TX,Insulated Tumbler,Lifestyle,25.00,1,25.00,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10093,2025-07-02,Elizabeth Ferreira,elizabeth.ferreira998@mailbox.test,Boston,MA,Mechanical Keyboard,Electronics,89.99,1,89.99,completed,web
ENT-001,Northwind Supply Co,NW-10094,2025-06-07,Betty Lewis,betty.lewis954@mailbox.test,Seattle,WA,Laptop Stand,Office,34.50,5,172.50,completed,phone
ENT-001,Northwind Supply Co,NW-10095,2025-06-11,Diego King,diego.king743@demo.org,Miami,FL,Mechanical Keyboard,Electronics,89.99,1,89.99,cancelled,web
ENT-001,Northwind Supply Co,NW-10096,2025-09-25,Michael Smith,michael.smith431@example.com,Chicago,IL,Coffee Mug,Lifestyle,14.50,1,14.50,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10097,2025-04-12,Matthew Roberts,matthew.roberts723@demo.org,Austin,TX,Whiteboard,Office,49.99,1,49.99,refunded,mobile_app
ENT-001,Northwind Supply Co,NW-10098,2025-11-25,Richard Lee,richard.lee421@mailbox.test,Denver,CO,Running Shoes,Lifestyle,119.00,1,119.00,pending,web
ENT-001,Northwind Supply Co,NW-10099,2025-04-24,Anthony Williams,anthony.williams64@fakemail.net,Miami,FL,USB-C Hub,Electronics,39.99,3,119.97,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10100,2025-05-24,Lisa White,lisa.white632@example.com,Dallas,TX,Monitor 27in,Electronics,229.00,5,1145.00,shipped,web
ENT-001,Northwind Supply Co,NW-10101,2025-08-23,Karen Smith,karen.smith240@example.com,Charlotte,NC,USB-C Hub,Electronics,39.99,1,39.99,cancelled,in_store
ENT-001,Northwind Supply Co,NW-10102,2025-03-01,Anthony Tanaka,anthony.tanaka136@demo.org,Dallas,TX,Whiteboard,Office,49.99,3,149.97,shipped,in_store
ENT-001,Northwind Supply Co,NW-10103,2025-08-12,George Roberts,george.roberts882@fakemail.net,Phoenix,AZ,Insulated Tumbler,Lifestyle,25.00,1,25.00,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10104,2025-08-18,Richard Sanchez,richard.sanchez666@example.com,Philadelphia,PA,Backpack,Lifestyle,64.99,1,64.99,refunded,web
ENT-001,Northwind Supply Co,NW-10105,2025-02-14,William Ramirez,william.ramirez87@mailbox.test,Houston,TX,USB-C Hub,Electronics,39.99,1,39.99,cancelled,phone
ENT-001,Northwind Supply Co,NW-10106,2025-12-18,Donald Lopez,donald.lopez636@mailbox.test,San Diego,CA,Desk Lamp,Office,27.95,1,27.95,completed,in_store
ENT-001,Northwind Supply Co,NW-10107,2025-12-09,Omar Jackson,omar.jackson382@fakemail.net,Austin,TX,Coffee Mug,Lifestyle,14.50,2,29.00,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10108,2025-06-03,Jessica Lopez,jessica.lopez906@mailbox.test,San Diego,CA,Backpack,Lifestyle,64.99,1,64.99,pending,web
ENT-001,Northwind Supply Co,NW-10109,2025-01-04,Jessica Allen,jessica.allen103@demo.org,Minneapolis,MN,Backpack,Lifestyle,64.99,2,129.98,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10110,2025-04-04,Fatima Kowalski,fatima.kowalski42@fakemail.net,San Diego,CA,Yoga Mat,Lifestyle,29.99,4,119.96,completed,web
ENT-001,Northwind Supply Co,NW-10111,2025-08-20,Kenneth Kowalski,kenneth.kowalski382@mailbox.test,Nashville,TN,Water Bottle,Lifestyle,18.00,4,72.00,shipped,in_store
ENT-001,Northwind Supply Co,NW-10112,2025-04-02,Deborah Nelson,deborah.nelson727@fakemail.net,New York,NY,Laptop Stand,Office,34.50,2,69.00,shipped,web
ENT-001,Northwind Supply Co,NW-10113,2025-01-27,Elizabeth Williams,elizabeth.williams750@mailbox.test,San Antonio,TX,Coffee Mug,Lifestyle,14.50,1,14.50,shipped,mobile_app
ENT-001,Northwind Supply Co,NW-10114,2025-08-18,Amanda White,amanda.white209@example.com,Philadelphia,PA,Insulated Tumbler,Lifestyle,25.00,1,25.00,cancelled,web
ENT-001,Northwind Supply Co,NW-10115,2025-11-06,Mark Miller,mark.miller547@example.com,Boston,MA,Desk Organizer,Office,22.50,1,22.50,pending,phone
ENT-001,Northwind Supply Co,NW-10116,2025-12-19,Sarah Clark,sarah.clark53@fakemail.net,Austin,TX,Bluetooth Speaker,Electronics,54.99,1,54.99,shipped,mobile_app
ENT-001,Northwind Supply Co,NW-10117,2025-01-14,Mark Johnson,mark.johnson415@mailbox.test,Denver,CO,Water Bottle,Lifestyle,18.00,1,18.00,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10118,2025-03-05,Linda Kowalski,linda.kowalski374@demo.org,Chicago,IL,Ergonomic Chair Cushion,Office,42.00,2,84.00,completed,web
ENT-001,Northwind Supply Co,NW-10119,2025-12-17,Emily Martinez,emily.martinez950@fakemail.net,Boston,MA,USB-C Hub,Electronics,39.99,2,79.98,completed,web
ENT-001,Northwind Supply Co,NW-10120,2025-07-16,Matthew Jackson,matthew.jackson69@example.com,Philadelphia,PA,Phone Case,Electronics,19.99,1,19.99,completed,web
ENT-001,Northwind Supply Co,NW-10121,2025-02-23,David Petrov,david.petrov623@demo.org,Los Angeles,CA,Running Shoes,Lifestyle,119.00,1,119.00,completed,phone
ENT-001,Northwind Supply Co,NW-10122,2025-08-06,Aiko Silva,aiko.silva867@mailbox.test,San Diego,CA,Insulated Tumbler,Lifestyle,25.00,1,25.00,completed,web
ENT-001,Northwind Supply Co,NW-10123,2025-12-27,Betty King,betty.king154@mailbox.test,Philadelphia,PA,Ergonomic Chair Cushion,Office,42.00,1,42.00,completed,web
ENT-001,Northwind Supply Co,NW-10124,2025-09-28,Fatima Scott,fatima.scott614@demo.org,Los Angeles,CA,Monitor 27in,Electronics,229.00,1,229.00,shipped,phone
ENT-001,Northwind Supply Co,NW-10125,2025-08-17,Mark Martin,mark.martin675@fakemail.net,Nashville,TN,Backpack,Lifestyle,64.99,1,64.99,cancelled,web
ENT-001,Northwind Supply Co,NW-10126,2025-03-26,Mary Smith,mary.smith458@demo.org,Charlotte,NC,Running Shoes,Lifestyle,119.00,1,119.00,cancelled,mobile_app
ENT-001,Northwind Supply Co,NW-10127,2025-09-17,Michael Jones,michael.jones94@demo.org,Phoenix,AZ,Webcam HD,Electronics,69.99,1,69.99,completed,web
ENT-001,Northwind Supply Co,NW-10128,2025-01-25,Kevin Rodriguez,kevin.rodriguez524@example.com,Chicago,IL,Monitor 27in,Electronics,229.00,3,687.00,refunded,mobile_app
ENT-001,Northwind Supply Co,NW-10129,2025-04-05,Carol Tanaka,carol.tanaka629@example.com,Phoenix,AZ,Wireless Mouse,Electronics,24.99,3,74.97,cancelled,web
ENT-001,Northwind Supply Co,NW-10130,2025-03-11,Mateo Okafor,mateo.okafor360@fakemail.net,Philadelphia,PA,Backpack,Lifestyle,64.99,1,64.99,shipped,in_store
ENT-001,Northwind Supply Co,NW-10131,2025-10-09,Sandra Martinez,sandra.martinez492@mailbox.test,Dallas,TX,Phone Case,Electronics,19.99,5,99.95,refunded,web
ENT-001,Northwind Supply Co,NW-10132,2025-11-11,Daniel White,daniel.white166@fakemail.net,Los Angeles,CA,Water Bottle,Lifestyle,18.00,1,18.00,pending,web
ENT-001,Northwind Supply Co,NW-10133,2025-08-18,Aiko Tanaka,aiko.tanaka50@fakemail.net,Dallas,TX,Laptop Stand,Office,34.50,3,103.50,refunded,mobile_app
ENT-001,Northwind Supply Co,NW-10134,2025-12-26,George Haddad,george.haddad645@demo.org,Houston,TX,Coffee Mug,Lifestyle,14.50,5,72.50,shipped,web
ENT-001,Northwind Supply Co,NW-10135,2025-08-08,Anthony White,anthony.white783@example.com,Nashville,TN,Desk Lamp,Office,27.95,1,27.95,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10136,2025-12-01,Melissa Brown,melissa.brown655@fakemail.net,Austin,TX,Phone Case,Electronics,19.99,1,19.99,completed,web
ENT-001,Northwind Supply Co,NW-10137,2025-03-16,Elizabeth Jackson,elizabeth.jackson373@example.com,Charlotte,NC,Whiteboard,Office,49.99,1,49.99,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10138,2025-02-17,Carol Williams,carol.williams364@fakemail.net,New York,NY,Mechanical Keyboard,Electronics,89.99,1,89.99,shipped,mobile_app
ENT-001,Northwind Supply Co,NW-10139,2025-10-27,Joseph Clark,joseph.clark210@fakemail.net,Nashville,TN,Bluetooth Speaker,Electronics,54.99,2,109.98,cancelled,web
ENT-001,Northwind Supply Co,NW-10140,2025-11-26,David Smith,david.smith66@mailbox.test,San Diego,CA,Desk Lamp,Office,27.95,1,27.95,shipped,mobile_app
ENT-001,Northwind Supply Co,NW-10141,2025-10-21,Mateo Taylor,mateo.taylor576@fakemail.net,New York,NY,Mechanical Keyboard,Electronics,89.99,2,179.98,cancelled,mobile_app
ENT-001,Northwind Supply Co,NW-10142,2025-01-18,Diego King,diego.king1@example.com,Atlanta,GA,Backpack,Lifestyle,64.99,1,64.99,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10143,2025-10-18,Barbara Thomas,barbara.thomas108@example.com,Philadelphia,PA,Mechanical Keyboard,Electronics,89.99,4,359.96,completed,web
ENT-001,Northwind Supply Co,NW-10144,2025-10-06,Mark Gonzalez,mark.gonzalez664@demo.org,Minneapolis,MN,Insulated Tumbler,Lifestyle,25.00,2,50.00,refunded,web
ENT-001,Northwind Supply Co,NW-10145,2025-07-24,John Martin,john.martin7@demo.org,Los Angeles,CA,Running Shoes,Lifestyle,119.00,2,238.00,cancelled,web
ENT-001,Northwind Supply Co,NW-10146,2025-04-21,Melissa Adams,melissa.adams108@fakemail.net,Miami,FL,Notebook Set,Office,12.99,1,12.99,completed,web
ENT-001,Northwind Supply Co,NW-10147,2025-11-26,Lisa Larsen,lisa.larsen568@demo.org,Dallas,TX,Mechanical Keyboard,Electronics,89.99,1,89.99,refunded,web
ENT-001,Northwind Supply Co,NW-10148,2025-05-08,Charles Adams,charles.adams16@mailbox.test,San Antonio,TX,USB-C Hub,Electronics,39.99,4,159.96,completed,web
ENT-001,Northwind Supply Co,NW-10149,2025-07-28,Melissa Okafor,melissa.okafor337@mailbox.test,Seattle,WA,Water Bottle,Lifestyle,18.00,4,72.00,refunded,mobile_app
ENT-001,Northwind Supply Co,NW-10150,2025-10-10,Steven Petrov,steven.petrov448@mailbox.test,Minneapolis,MN,Wireless Mouse,Electronics,24.99,3,74.97,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10151,2025-01-04,Michelle Nguyen,michelle.nguyen149@example.com,Chicago,IL,Travel Adapter,Electronics,16.99,4,67.96,completed,mobile_app
ENT-001,Northwind Supply Co,NW-10152,2025-03-23,Diego Hernandez,diego.hernandez32@example.com,Denver,CO,Desk Lamp,Office,27.95,2,55.90,completed,phone
ENT-001,Northwind Supply Co,NW-10153,2025-04-27,John Mitchell,john.mitchell781@fakemail.net,Los Angeles,CA,USB-C Hub,Electronics,39.99,3,119.97,refunded,phone
